,Activation,Channels,Loss,Mae,Mse
260,relu,"[0, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23]",20712.2578125,117.70032501220703,20712.2578125
261,relu,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 17, 20, 21, 22, 23]",22568.63671875,123.15166473388672,22568.63671875
262,relu,"[0, 1, 2, 3, 4, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]",19855.517578125,112.21299743652344,19855.517578125
263,relu,"[0, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22]",21896.6875,121.39633178710938,21896.6875
264,relu,"[0, 1, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22]",21143.40625,117.53966522216797,21143.40625
265,relu,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23]",14326.3564453125,96.9752197265625,14326.3564453125
266,relu,"[1, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23]",21931.767578125,123.1176528930664,21931.767578125
267,relu,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22]",19227.720703125,108.39033508300781,19227.720703125
268,relu,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 18, 19, 20, 21, 23]",21103.3203125,119.57632446289062,21103.3203125
269,relu,"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",20096.4296875,115.04367065429688,20096.4296875
270,relu,"[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 17, 18, 19, 20, 21, 23]",21475.630859375,118.30966186523438,21475.630859375
271,relu,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18, 19, 20, 21, 22, 23]",21828.005859375,120.94232940673828,21828.0078125
272,relu,"[0, 2, 3, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23]",20389.123046875,118.2005844116211,20389.123046875
273,relu,"[0, 1, 2, 3, 5, 7, 9, 10, 11, 13, 14, 16, 17, 18, 20, 21, 22, 23]",21612.494140625,119.84767150878906,21612.494140625
274,relu,"[0, 1, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22, 23]",22080.302734375,121.35832977294922,22080.302734375
275,relu,"[0, 1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23]",20122.515625,114.18232727050781,20122.515625
276,relu,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 21, 22, 23]",21668.04296875,117.378662109375,21668.046875
277,relu,"[1, 2, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",23156.166015625,126.8636703491211,23156.166015625
278,relu,"[3, 4, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23]",19940.41796875,115.95433807373047,19940.41796875
279,relu,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 21, 22, 23]",22043.43359375,123.68032836914062,22043.43359375
280,relu,"[0, 1, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",20532.8671875,116.24299621582031,20532.8671875
281,relu,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 23]",19988.689453125,117.30500030517578,19988.689453125
282,relu,"[0, 1, 2, 4, 6, 7, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]",11229.4541015625,80.7812271118164,11229.455078125
283,relu,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 12, 14, 17, 18, 19, 20, 21, 22, 23]",20566.71875,115.4316635131836,20566.716796875
284,relu,"[0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23]",19542.6640625,112.68299102783203,19542.6640625
285,relu,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 19, 20, 22]",21455.802734375,120.85099029541016,21455.802734375
286,relu,"[2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",23283.23046875,126.05500030517578,23283.23046875
287,relu,"[0, 1, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 23]",21088.033203125,117.0989990234375,21088.033203125
288,relu,"[0, 1, 2, 3, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 23]",20277.68359375,114.20299530029297,20277.68359375
289,relu,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 22]",10524.4833984375,78.96527099609375,10524.4833984375
290,relu,"[0, 2, 3, 4, 5, 7, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]",21735.751953125,120.54566192626953,21735.751953125
291,relu,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 21, 23]",22705.484375,124.33367156982422,22705.484375
292,relu,"[1, 2, 3, 4, 6, 7, 9, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23]",20068.470703125,116.87765502929688,20068.470703125
293,relu,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 23]",24656.76953125,131.125,24656.76953125
294,relu,"[0, 2, 3, 4, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23]",23220.15234375,125.39363098144531,23220.15234375
295,relu,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 23]",22307.474609375,122.46833038330078,22307.474609375
